image_id;tma_number;roll;frame;view_direction;altitude;azimuth;date_year;date_month;date_day;cam_id;location
CA184931L0226;1849;31L;226;L;19200;2.837;1966;12;27;32;peninsula
CA184431L0109;1844;31L;109;L;19200;1.122;1966;12;27;32;peninsula
CA207432V0196;2074;32V;196;V;;1.033;1967;12;0;32;peninsula
CA182332V0001;1823;32V;1;V;20000;0.3139;1966;11;25;32;peninsula
CA183132V0021;1831;32V;21;V;20360;1.038;1966;12;18;32;peninsula
CA184532V0247;1845;32V;247;V;19200;2.909;1966;12;27;32;peninsula
CA172433R0264;1724;33R;264;R;25000;2.427;1966;1;5;32;marie_byrd_land
CA216633R0319;2166;33R;319;R;;1.117;1969;1;12;32;peninsula
CA181332V0191;1813;32V;191;V;20000;1.118;1966;0;0;32;peninsula
CA196833R0141;1968;33R;141;R;26000;2.913;1967;1;7;32;peninsula
CA184433R0141;1844;33R;141;R;19200;1.122;1966;12;27;32;peninsula
CA183332V0130;1833;32V;130;V;20380;1.110;1966;12;18;32;peninsula
CA181532V0021;1815;32V;21;V;23300;1.121;1966;0;0;32;peninsula
CA180432V0199;1804;32V;199;V;;2.894;1966;0;0;32;peninsula
CA207533R0292;2075;33R;292;R;;2.799;1967;12;0;32;peninsula
CA207433R0188;2074;33R;188;R;;1.033;1967;12;0;32;peninsula
CA212432V0077;2124;32V;77;V;;984.467;1968;11;23;32;peninsula
CA183531L0057;1835;31L;57;L;20500;3.598;1966;11;28;32;peninsula
CA181531L0036;1815;31L;36;L;23300;1.121;1966;0;0;32;peninsula
CA181632V0010;1816;32V;10;V;16000;1.120;1966;0;0;32;peninsula
CA182133R0038;1821;33R;38;R;16000;2.849;1966;11;18;32;peninsula
CA184531L0264;1845;31L;264;L;19200;2.909;1966;12;27;32;peninsula
CA182132V0167;1821;32V;167;V;16000;2.849;1966;11;18;32;peninsula
CA184931L0215;1849;31L;215;L;19200;2.837;1966;12;27;32;peninsula
CA182532V0032;1825;32V;32;V;20380;2.925;1966;12;18;32;peninsula
CA183332V0143;1833;32V;143;V;20380;1.110;1966;12;18;32;peninsula
CA182332V0076;1823;32V;76;V;20000;0.3139;1966;11;25;32;peninsula
CA181331L0153;1813;31L;153;L;20000;1.118;1966;0;0;32;peninsula
CA174232V0078;1742;32V;78;V;25000;1.125;1966;1;29;32;peninsula
CA174532V0015;1745;32V;15;V;24000;1.135;1966;1;28;32;peninsula
CA174133R0269;1741;33R;269;R;25000;2.931;1966;1;27;32;peninsula
CA199331L0194;1993;31L;194;L;25000;2.932;1967;1;5;32;peninsula
CA184732V0039;1847;32V;39;V;19200;2.916;1966;12;27;32;peninsula
CA184731L0041;1847;31L;41;L;19200;2.916;1966;12;27;32;peninsula
CA182332V0098;1823;32V;98;V;20000;0.3139;1966;11;25;32;peninsula
CA182332V0019;1823;32V;19;V;20000;0.3139;1966;11;25;32;peninsula
CA182133R0011;1821;33R;11;R;16000;2.849;1966;11;18;32;peninsula
CA214231L0181;2142;31L;181;L;;2.967;1968;12;23;32;peninsula
CA182432V0092;1824;32V;92;V;20500;1.798;1966;11;25;32;peninsula
CA182131L0029;1821;31L;29;L;16000;2.849;1966;11;18;32;peninsula
CA216633R0274;2166;33R;274;R;;1.117;1969;1;12;32;peninsula
CA183333R0105;1833;33R;105;R;20380;1.110;1966;12;18;32;peninsula
CA196232V0055;1962;32V;55;V;26000;251.517;1967;1;7;32;peninsula
CA214232V0153;2142;32V;153;V;;2.967;1968;12;23;32;peninsula
CA183033R0039;1830;33R;39;R;23300;1.029;1966;0;0;32;peninsula
CA216433R0229;2164;33R;229;R;;1.121;1969;1;12;32;peninsula
CA184733R0092;1847;33R;92;R;19200;2.916;1966;12;27;32;peninsula
CA184633R0307;1846;33R;307;R;19200;1.111;1966;12;27;32;peninsula
CA180133R0080;1801;33R;80;R;;1.139;1966;0;0;32;peninsula
CA216731L0368;2167;31L;368;L;;1.103;1969;1;12;32;peninsula
CA182731L0040;1827;31L;40;L;20380;2.934;1966;12;18;32;peninsula
CA181232V0067;1812;32V;67;V;20340;2.867;1966;12;18;32;peninsula
CA181533R0004;1815;33R;4;R;23300;1.121;1966;0;0;32;peninsula
CA184832V0174;1848;32V;174;V;19200;1.116;1966;12;27;32;peninsula
CA182131L0129;1821;31L;129;L;16000;2.849;1966;11;18;32;peninsula
CA183032V0015;1830;32V;15;V;23300;1.029;1966;0;0;32;peninsula
CA182132V0047;1821;32V;47;V;16000;2.849;1966;11;18;32;peninsula
CA207532V0293;2075;32V;293;V;;2.799;1967;12;0;32;peninsula
CA216031L0010;2160;31L;10;L;;1.096;1969;1;8;32;peninsula
CA183131L0014;1831;31L;14;L;20360;1.038;1966;12;18;32;peninsula
CA196333R0064;1963;33R;64;R;26000;1.051;1967;1;7;32;peninsula
CA184733R0031;1847;33R;31;R;19200;2.916;1966;12;27;32;peninsula
CA182231L0005;1822;31L;5;L;20500;1.810;1966;11;23;32;peninsula
CA216132V0076;2161;32V;76;V;;2.909;1969;1;8;32;peninsula
CA181331L0083;1813;31L;83;L;20000;1.118;1966;0;0;32;peninsula
CA212132V0042;2121;32V;42;V;;2.908;1968;11;23;32;peninsula
CA183033R0004;1830;33R;4;R;23300;1.029;1966;0;0;32;peninsula
CA183531L0065;1835;31L;65;L;20500;3.598;1966;11;28;32;peninsula
CA181231L0050;1812;31L;50;L;20340;2.867;1966;12;18;32;peninsula
CA182931L0005;1829;31L;5;L;20150;2.851;1966;12;18;32;peninsula
CA199333R0183;1993;33R;183;R;25000;2.932;1967;1;5;32;peninsula
CA181532V0067;1815;32V;67;V;23300;1.121;1966;0;0;32;peninsula
CA181633R0095;1816;33R;95;R;16000;1.120;1966;0;0;32;peninsula
CA184932V0195;1849;32V;195;V;19200;2.837;1966;12;27;32;peninsula
CA180031L0060;1800;31L;60;L;;2.925;1966;0;0;32;peninsula
CA174233R0070;1742;33R;70;R;25000;1.125;1966;1;29;32;peninsula
CA183332V0015;1833;32V;15;V;20380;1.110;1966;12;18;32;peninsula
CA181531L0019;1815;31L;19;L;23300;1.121;1966;0;0;32;peninsula
CA181432V0027;1814;32V;27;V;23300;2.890;1966;0;0;32;peninsula
CA182932V0014;1829;32V;14;V;20150;2.851;1966;12;18;32;peninsula
CA196332V0065;1963;32V;65;V;26000;1.051;1967;1;7;32;peninsula
CA181333R0170;1813;33R;170;R;20000;1.118;1966;0;0;32;peninsula
CA181631L0178;1816;31L;178;L;16000;1.120;1966;0;0;32;peninsula
CA181633R0071;1816;33R;71;R;16000;1.120;1966;0;0;32;peninsula
CA174431L0256;1744;31L;256;L;25000;1.115;1966;1;29;32;peninsula
CA207333R0134;2073;33R;134;R;;2.870;1967;12;0;32;peninsula
CA180932V0098;1809;32V;98;V;20000;2.926;1966;0;0;32;peninsula
CA181332V0101;1813;32V;101;V;20000;1.118;1966;0;0;32;peninsula
CA164431L0028;1644;31L;28;L;25000;2.058;1965;2;18;32;peninsula
CA184931L0260;1849;31L;260;L;19200;2.837;1966;12;27;32;peninsula
CA212132V0059;2121;32V;59;V;;2.908;1968;11;23;32;peninsula
CA182731L0032;1827;31L;32;L;20380;2.934;1966;12;18;32;peninsula
CA182432V0024;1824;32V;24;V;20500;1.798;1966;11;25;32;peninsula
CA182531L0014;1825;31L;14;L;20380;2.925;1966;12;18;32;peninsula
CA181631L0036;1816;31L;36;L;16000;1.120;1966;0;0;32;peninsula
CA180131L0109;1801;31L;109;L;;1.139;1966;0;0;32;peninsula
CA180132V0105;1801;32V;105;V;;1.139;1966;0;0;32;peninsula
CA180733R0030;1807;33R;30;R;20000;2.870;1966;0;0;32;peninsula
CA182531L0047;1825;31L;47;L;20380;2.925;1966;12;18;32;peninsula
CA181633R0170;1816;33R;170;R;16000;1.120;1966;0;0;32;peninsula
CA196932V0176;1969;32V;176;V;26000;1.111;1967;1;7;32;peninsula
CA181033R0122;1810;33R;122;R;18000;1.071;1966;0;0;32;peninsula
CA184432V0122;1844;32V;122;V;19200;1.122;1966;12;27;32;peninsula
CA216332V0168;2163;32V;168;V;;2.897;1968;0;0;32;peninsula
CA182932V0029;1829;32V;29;V;20150;2.851;1966;12;18;32;peninsula
CA181533R0018;1815;33R;18;R;23300;1.121;1966;0;0;32;peninsula
CA184433R0164;1844;33R;164;R;19200;1.122;1966;12;27;32;peninsula
CA183231L0032;1832;31L;32;L;20360;2.841;1966;12;18;32;peninsula
CA182431L0076;1824;31L;76;L;20500;1.798;1966;11;25;32;peninsula
CA164431L0067;1644;31L;67;L;25000;2.058;1965;2;18;32;peninsula
CA212433R0074;2124;33R;74;R;;984.467;1968;11;23;32;peninsula
CA184631L0321;1846;31L;321;L;19200;1.111;1966;12;27;32;peninsula
CA213332V0274;2133;32V;274;V;;2.853;1968;12;20;32;peninsula
CA184333R0073;1843;33R;73;R;19200;1.108;1966;12;27;32;peninsula
CA180331L0173;1803;31L;173;L;;1.084;1966;0;0;32;peninsula
CA182732V0045;1827;32V;45;V;20380;2.934;1966;12;18;32;peninsula
CA213333R0273;2133;33R;273;R;;2.853;1968;12;20;32;peninsula
CA183132V0028;1831;32V;28;V;20360;1.038;1966;12;18;32;peninsula
CA182931L0040;1829;31L;40;L;20150;2.851;1966;12;18;32;peninsula
CA182432V0099;1824;32V;99;V;20500;1.798;1966;11;25;32;peninsula
CA181031L0158;1810;31L;158;L;18000;1.071;1966;0;0;32;peninsula
CA181331L0111;1813;31L;111;L;20000;1.118;1966;0;0;32;peninsula
CA207531L0295;2075;31L;295;L;;2.799;1967;12;0;32;peninsula
CA182331L0081;1823;31L;81;L;20000;0.3139;1966;11;25;32;peninsula
CA181631L0106;1816;31L;106;L;16000;1.120;1966;0;0;32;peninsula
CA184933R0265;1849;33R;265;R;19200;2.837;1966;12;27;32;peninsula
CA182731L0046;1827;31L;46;L;20380;2.934;1966;12;18;32;peninsula
CA214232V0138;2142;32V;138;V;;2.967;1968;12;23;32;peninsula
CA183031L0038;1830;31L;38;L;23300;1.029;1966;0;0;32;peninsula
CA184931L0281;1849;31L;281;L;19200;2.837;1966;12;27;32;peninsula
CA180733R0001;1807;33R;1;R;20000;2.870;1966;0;0;32;peninsula
CA180932V0097;1809;32V;97;V;20000;2.926;1966;0;0;32;peninsula
CA204033R0316;2040;33R;316;R;24700;3.382;1967;11;20;32;marie_byrd_land
CA213532V0313;2135;32V;313;V;;1.590;1968;12;20;32;peninsula
CA181433R0027;1814;33R;27;R;23300;2.890;1966;0;0;32;peninsula
CA181532V0037;1815;32V;37;V;23300;1.121;1966;0;0;32;peninsula
CA216033R0036;2160;33R;36;R;;1.096;1969;1;8;32;peninsula
CA181632V0172;1816;32V;172;V;16000;1.120;1966;0;0;32;peninsula
CA184632V0321;1846;32V;321;V;19200;1.111;1966;12;27;32;peninsula
CA183232V0034;1832;32V;34;V;20360;2.841;1966;12;18;32;peninsula
CA213433R0290;2134;33R;290;R;;908.952;1968;12;20;32;peninsula
CA182132V0096;1821;32V;96;V;16000;2.849;1966;11;18;32;peninsula
CA216133R0063;2161;33R;63;R;;2.909;1969;1;8;32;peninsula
CA207432V0209;2074;32V;209;V;;1.033;1967;12;0;32;peninsula
CA181731L0017;1817;31L;17;L;20700;2.877;1966;0;0;32;peninsula
CA182632V0072;1826;32V;72;V;20380;1.133;1966;12;18;32;peninsula
CA207533R0346;2075;33R;346;R;;2.799;1967;12;0;32;peninsula
CA181533R0043;1815;33R;43;R;23300;1.121;1966;0;0;32;peninsula
CA184933R0244;1849;33R;244;R;19200;2.837;1966;12;27;32;peninsula
CA207331L0087;2073;31L;87;L;;2.870;1967;12;0;32;peninsula
CA184733R0039;1847;33R;39;R;19200;2.916;1966;12;27;32;peninsula
CA184632V0360;1846;32V;360;V;19200;1.111;1966;12;27;32;peninsula
CA182433R0069;1824;33R;69;R;20500;1.798;1966;11;25;32;peninsula
CA182532V0053;1825;32V;53;V;20380;2.925;1966;12;18;32;peninsula
CA183531L0028;1835;31L;28;L;20500;3.598;1966;11;28;32;peninsula
CA212332V0036;2123;32V;36;V;;2.855;1968;11;18;32;peninsula
CA182431L0079;1824;31L;79;L;20500;1.798;1966;11;25;32;peninsula
CA199333R0199;1993;33R;199;R;25000;2.932;1967;1;5;32;peninsula
CA216433R0215;2164;33R;215;R;;1.121;1969;1;12;32;peninsula
CA183332V0155;1833;32V;155;V;20380;1.110;1966;12;18;32;peninsula
CA213333R0271;2133;33R;271;R;;2.853;1968;12;20;32;peninsula
CA181331L0164;1813;31L;164;L;20000;1.118;1966;0;0;32;peninsula
CA216431L0182;2164;31L;182;L;;1.121;1969;1;12;32;peninsula
CA164431L0032;1644;31L;32;L;25000;2.058;1965;2;18;32;peninsula
CA184831L0133;1848;31L;133;L;19200;1.116;1966;12;27;32;peninsula
CA212333R0048;2123;33R;48;R;;2.855;1968;11;18;32;peninsula
CA183532V0008;1835;32V;8;V;20500;3.598;1966;11;28;32;peninsula
CA180933R0106;1809;33R;106;R;20000;2.926;1966;0;0;32;peninsula
CA180733R0025;1807;33R;25;R;20000;2.870;1966;0;0;32;peninsula
CA180731L0032;1807;31L;32;L;20000;2.870;1966;0;0;32;peninsula
CA184433R0130;1844;33R;130;R;19200;1.122;1966;12;27;32;peninsula
CA207331L0067;2073;31L;67;L;;2.870;1967;12;0;32;peninsula
CA164433R0032;1644;33R;32;R;25000;2.058;1965;2;18;32;peninsula
CA181331L0118;1813;31L;118;L;20000;1.118;1966;0;0;32;peninsula
CA207431L0158;2074;31L;158;L;;1.033;1967;12;0;32;peninsula
CA199333R0178;1993;33R;178;R;25000;2.932;1967;1;5;32;peninsula
CA180732V0039;1807;32V;39;V;20000;2.870;1966;0;0;32;peninsula
CA213331L0267;2133;31L;267;L;;2.853;1968;12;20;32;peninsula
CA216433R0202;2164;33R;202;R;;1.121;1969;1;12;32;peninsula
CA164432V0073;1644;32V;73;V;25000;2.058;1965;2;18;32;peninsula
CA174631L0166;1746;31L;166;L;24000;2.936;1966;1;28;32;peninsula
CA212433R0111;2124;33R;111;R;;984.467;1968;11;23;32;peninsula
CA183132V0060;1831;32V;60;V;20360;1.038;1966;12;18;32;peninsula
CA181333R0137;1813;33R;137;R;20000;1.118;1966;0;0;32;peninsula
CA182633R0081;1826;33R;81;R;20380;1.133;1966;12;18;32;peninsula
CA184932V0230;1849;32V;230;V;19200;2.837;1966;12;27;32;peninsula
CA180132V0156;1801;32V;156;V;;1.139;1966;0;0;32;peninsula
CA199331L0191;1993;31L;191;L;25000;2.932;1967;1;5;32;peninsula
CA182733R0017;1827;33R;17;R;20380;2.934;1966;12;18;32;peninsula
CA196933R0185;1969;33R;185;R;26000;1.111;1967;1;7;32;peninsula
CA196631L0054;1966;31L;54;L;26000;2.899;1967;1;7;32;peninsula
CA174432V0249;1744;32V;249;V;25000;1.115;1966;1;29;32;peninsula
CA174731L0194;1747;31L;194;L;24000;1.144;1966;1;28;32;peninsula
CA181331L0162;1813;31L;162;L;20000;1.118;1966;0;0;32;peninsula
CA181231L0024;1812;31L;24;L;20340;2.867;1966;12;18;32;peninsula
CA184733R0032;1847;33R;32;R;19200;2.916;1966;12;27;32;peninsula
CA204032V0331;2040;32V;331;V;24700;3.382;1967;11;20;32;marie_byrd_land
CA196831L0134;1968;31L;134;L;26000;2.913;1967;1;7;32;peninsula
CA183532V0028;1835;32V;28;V;20500;3.598;1966;11;28;32;peninsula
CA214233R0176;2142;33R;176;R;;2.967;1968;12;23;32;peninsula
CA181231L0066;1812;31L;66;L;20340;2.867;1966;12;18;32;peninsula
CA216033R0018;2160;33R;18;R;;1.096;1969;1;8;32;peninsula
CA181333R0169;1813;33R;169;R;20000;1.118;1966;0;0;32;peninsula
CA216131L0039;2161;31L;39;L;;2.909;1969;1;8;32;peninsula
CA187632V0117;1876;32V;117;V;25000;1.140;1966;11;22;32;peninsula
CA207332V0097;2073;32V;97;V;;2.870;1967;12;0;32;peninsula
CA214133R0079;2141;33R;79;R;;1.162;1968;12;23;32;peninsula
CA184631L0332;1846;31L;332;L;19200;1.111;1966;12;27;32;peninsula
CA181631L0063;1816;31L;63;L;16000;1.120;1966;0;0;32;peninsula
CA174332V0228;1743;32V;228;V;25000;2.913;1966;1;29;32;peninsula
CA184432V0135;1844;32V;135;V;19200;1.122;1966;12;27;32;peninsula
CA182533R0074;1825;33R;74;R;20380;2.925;1966;12;18;32;peninsula
CA183233R0065;1832;33R;65;R;20360;2.841;1966;12;18;32;peninsula
CA196632V0064;1966;32V;64;V;26000;2.899;1967;1;7;32;peninsula
CA207431L0192;2074;31L;192;L;;1.033;1967;12;0;32;peninsula
CA184332V0048;1843;32V;48;V;19200;1.108;1966;12;27;32;peninsula
CA183331L0131;1833;31L;131;L;20380;1.110;1966;12;18;32;peninsula
CA174733R0187;1747;33R;187;R;24000;1.144;1966;1;28;32;peninsula
CA214232V0141;2142;32V;141;V;;2.967;1968;12;23;32;peninsula
CA182332V0004;1823;32V;4;V;20000;0.3139;1966;11;25;32;peninsula
CA183031L0037;1830;31L;37;L;23300;1.029;1966;0;0;32;peninsula
CA182231L0097;1822;31L;97;L;20500;1.810;1966;11;23;32;peninsula
CA184331L0049;1843;31L;49;L;19200;1.108;1966;12;27;32;peninsula
CA184733R0041;1847;33R;41;R;19200;2.916;1966;12;27;32;peninsula
CA183331L0078;1833;31L;78;L;20380;1.110;1966;12;18;32;peninsula
CA184933R0214;1849;33R;214;R;19200;2.837;1966;12;27;32;peninsula
CA181331L0101;1813;31L;101;L;20000;1.118;1966;0;0;32;peninsula
CA180131L0150;1801;31L;150;L;;1.139;1966;0;0;32;peninsula
CA512332V0019;5123;32V;19;V;10000;3.403;1947;1;24;32;marie_byrd_land
CA183433R0017;1834;33R;17;R;20500;3.586;1966;11;28;32;peninsula
CA184431L0157;1844;31L;157;L;19200;1.122;1966;12;27;32;peninsula
CA196532V0005;1965;32V;5;V;26000;2.933;1967;1;7;32;peninsula
CA182533R0012;1825;33R;12;R;20380;2.925;1966;12;18;32;peninsula
CA182132V0076;1821;32V;76;V;16000;2.849;1966;11;18;32;peninsula
CA184431L0175;1844;31L;175;L;19200;1.122;1966;12;27;32;peninsula
CA216732V0344;2167;32V;344;V;;1.103;1969;1;12;32;peninsula
CA184433R0145;1844;33R;145;R;19200;1.122;1966;12;27;32;peninsula
CA216431L0192;2164;31L;192;L;;1.121;1969;1;12;32;peninsula
CA182631L0083;1826;31L;83;L;20380;1.133;1966;12;18;32;peninsula
CA183332V0062;1833;32V;62;V;20380;1.110;1966;12;18;32;peninsula
CA184733R0026;1847;33R;26;R;19200;2.916;1966;12;27;32;peninsula
CA182533R0105;1825;33R;105;R;20380;2.925;1966;12;18;32;peninsula
CA181232V0078;1812;32V;78;V;20340;2.867;1966;12;18;32;peninsula
CA181531L0050;1815;31L;50;L;23300;1.121;1966;0;0;32;peninsula
CA184433R0177;1844;33R;177;R;19200;1.122;1966;12;27;32;peninsula
CA196832V0139;1968;32V;139;V;26000;2.913;1967;1;7;32;peninsula
CA183432V0039;1834;32V;39;V;20500;3.586;1966;11;28;32;peninsula
CA183532V0046;1835;32V;46;V;20500;3.598;1966;11;28;32;peninsula
CA196233R0045;1962;33R;45;R;26000;251.517;1967;1;7;32;peninsula
CA207331L0091;2073;31L;91;L;;2.870;1967;12;0;32;peninsula
CA212332V0016;2123;32V;16;V;;2.855;1968;11;18;32;peninsula
CA196232V0040;1962;32V;40;V;26000;251.517;1967;1;7;32;peninsula
CA174333R0247;1743;33R;247;R;25000;2.913;1966;1;29;32;peninsula
CA216432V0204;2164;32V;204;V;;1.121;1969;1;12;32;peninsula
CA207332V0114;2073;32V;114;V;;2.870;1967;12;0;32;peninsula
CA182331L0090;1823;31L;90;L;20000;0.3139;1966;11;25;32;peninsula
CA216332V0148;2163;32V;148;V;;2.897;1968;0;0;32;peninsula
CA180732V0013;1807;32V;13;V;20000;2.870;1966;0;0;32;peninsula
CA182231L0086;1822;31L;86;L;20500;1.810;1966;11;23;32;peninsula
CA512331L0001;5123;31L;1;L;10000;3.403;1947;1;24;32;marie_byrd_land
CA183032V0006;1830;32V;6;V;23300;1.029;1966;0;0;32;peninsula
CA207532V0326;2075;32V;326;V;;2.799;1967;12;0;32;peninsula
CA182733R0004;1827;33R;4;R;20380;2.934;1966;12;18;32;peninsula
CA180131L0098;1801;31L;98;L;;1.139;1966;0;0;32;peninsula
CA181532V0056;1815;32V;56;V;23300;1.121;1966;0;0;32;peninsula
CA181231L0049;1812;31L;49;L;20340;2.867;1966;12;18;32;peninsula
CA216432V0203;2164;32V;203;V;;1.121;1969;1;12;32;peninsula
CA182632V0090;1826;32V;90;V;20380;1.133;1966;12;18;32;peninsula
CA181231L0046;1812;31L;46;L;20340;2.867;1966;12;18;32;peninsula
CA182431L0068;1824;31L;68;L;20500;1.798;1966;11;25;32;peninsula
CA216033R0021;2160;33R;21;R;;1.096;1969;1;8;32;peninsula
CA182331L0061;1823;31L;61;L;20000;0.3139;1966;11;25;32;peninsula
CA184533R0249;1845;33R;249;R;19200;2.909;1966;12;27;32;peninsula
CA180032V0008;1800;32V;8;V;;2.925;1966;0;0;32;peninsula
CA181333R0143;1813;33R;143;R;20000;1.118;1966;0;0;32;peninsula
CA180131L0130;1801;31L;130;L;;1.139;1966;0;0;32;peninsula
CA207333R0063;2073;33R;63;R;;2.870;1967;12;0;32;peninsula
CA182231L0010;1822;31L;10;L;20500;1.810;1966;11;23;32;peninsula
CA181833R0040;1818;33R;40;R;20700;1.109;1966;0;0;32;peninsula
CA207533R0364;2075;33R;364;R;;2.799;1967;12;0;32;peninsula
CA182733R0055;1827;33R;55;R;20380;2.934;1966;12;18;32;peninsula
CA181433R0031;1814;33R;31;R;23300;2.890;1966;0;0;32;peninsula
CA184332V0032;1843;32V;32;V;19200;1.108;1966;12;27;32;peninsula
CA174132V0282;1741;32V;282;V;25000;2.931;1966;1;27;32;peninsula
CA182433R0077;1824;33R;77;R;20500;1.798;1966;11;25;32;peninsula
CA207532V0303;2075;32V;303;V;;2.799;1967;12;0;32;peninsula
CA181433R0014;1814;33R;14;R;23300;2.890;1966;0;0;32;peninsula
CA181531L0007;1815;31L;7;L;23300;1.121;1966;0;0;32;peninsula
CA181333R0122;1813;33R;122;R;20000;1.118;1966;0;0;32;peninsula
CA182431L0012;1824;31L;12;L;20500;1.798;1966;11;25;32;peninsula
CA182532V0072;1825;32V;72;V;20380;2.925;1966;12;18;32;peninsula
CA216531L0265;2165;31L;265;L;;2.883;1969;1;12;32;peninsula
CA182433R0097;1824;33R;97;R;20500;1.798;1966;11;25;32;peninsula
CA184532V0222;1845;32V;222;V;19200;2.909;1966;12;27;32;peninsula
CA184932V0270;1849;32V;270;V;19200;2.837;1966;12;27;32;peninsula
CA184531L0223;1845;31L;223;L;19200;2.909;1966;12;27;32;peninsula
CA213331L0275;2133;31L;275;L;;2.853;1968;12;20;32;peninsula
CA181533R0040;1815;33R;40;R;23300;1.121;1966;0;0;32;peninsula
CA184533R0194;1845;33R;194;R;19200;2.909;1966;12;27;32;peninsula
CA184331L0039;1843;31L;39;L;19200;1.108;1966;12;27;32;peninsula
CA183031L0046;1830;31L;46;L;23300;1.029;1966;0;0;32;peninsula
CA216433R0225;2164;33R;225;R;;1.121;1969;1;12;32;peninsula
CA181733R0029;1817;33R;29;R;20700;2.877;1966;0;0;32;peninsula
CA184331L0064;1843;31L;64;L;19200;1.108;1966;12;27;32;peninsula
CA182931L0014;1829;31L;14;L;20150;2.851;1966;12;18;32;peninsula
CA181631L0049;1816;31L;49;L;16000;1.120;1966;0;0;32;peninsula
CA184431L0119;1844;31L;119;L;19200;1.122;1966;12;27;32;peninsula
CA181831L0055;1818;31L;55;L;20700;1.109;1966;0;0;32;peninsula
CA196231L0057;1962;31L;57;L;26000;251.517;1967;1;7;32;peninsula
CA182631L0087;1826;31L;87;L;20380;1.133;1966;12;18;32;peninsula
CA181431L0005;1814;31L;5;L;23300;2.890;1966;0;0;32;peninsula
CA181231L0041;1812;31L;41;L;20340;2.867;1966;12;18;32;peninsula
CA184432V0138;1844;32V;138;V;19200;1.122;1966;12;27;32;peninsula
CA184432V0181;1844;32V;181;V;19200;1.122;1966;12;27;32;peninsula
CA182233R0084;1822;33R;84;R;20500;1.810;1966;11;23;32;peninsula
CA184631L0365;1846;31L;365;L;19200;1.111;1966;12;27;32;peninsula
CA184532V0239;1845;32V;239;V;19200;2.909;1966;12;27;32;peninsula
CA196533R0011;1965;33R;11;R;26000;2.933;1967;1;7;32;peninsula
CA184431L0138;1844;31L;138;L;19200;1.122;1966;12;27;32;peninsula
CA182432V0025;1824;32V;25;V;20500;1.798;1966;11;25;32;peninsula
CA180131L0142;1801;31L;142;L;;1.139;1966;0;0;32;peninsula
CA183031L0027;1830;31L;27;L;23300;1.029;1966;0;0;32;peninsula
CA512332V0009;5123;32V;9;V;10000;3.403;1947;1;24;32;marie_byrd_land
CA183133R0078;1831;33R;78;R;20360;1.038;1966;12;18;32;peninsula
CA182132V0175;1821;32V;175;V;16000;2.849;1966;11;18;32;peninsula
CA182532V0022;1825;32V;22;V;20380;2.925;1966;12;18;32;peninsula
CA212332V0037;2123;32V;37;V;;2.855;1968;11;18;32;peninsula
CA196233R0034;1962;33R;34;R;26000;251.517;1967;1;7;32;peninsula
CA182332V0102;1823;32V;102;V;20000;0.3139;1966;11;25;32;peninsula
CA184633R0346;1846;33R;346;R;19200;1.111;1966;12;27;32;peninsula
CA182131L0017;1821;31L;17;L;16000;2.849;1966;11;18;32;peninsula
CA182232V0020;1822;32V;20;V;20500;1.810;1966;11;23;32;peninsula
CA216531L0246;2165;31L;246;L;;2.883;1969;1;12;32;peninsula
CA181333R0112;1813;33R;112;R;20000;1.118;1966;0;0;32;peninsula
CA184731L0086;1847;31L;86;L;19200;2.916;1966;12;27;32;peninsula
CA214233R0192;2142;33R;192;R;;2.967;1968;12;23;32;peninsula
CA212333R0039;2123;33R;39;R;;2.855;1968;11;18;32;peninsula
CA174633R0172;1746;33R;172;R;24000;2.936;1966;1;28;32;peninsula
CA182132V0062;1821;32V;62;V;16000;2.849;1966;11;18;32;peninsula
CA212333R0037;2123;33R;37;R;;2.855;1968;11;18;32;peninsula
CA183433R0046;1834;33R;46;R;20500;3.586;1966;11;28;32;peninsula
CA183133R0065;1831;33R;65;R;20360;1.038;1966;12;18;32;peninsula
CA182233R0031;1822;33R;31;R;20500;1.810;1966;11;23;32;peninsula
CA174433R0251;1744;33R;251;R;25000;1.115;1966;1;29;32;peninsula
CA180132V0120;1801;32V;120;V;;1.139;1966;0;0;32;peninsula
CA183433R0047;1834;33R;47;R;20500;3.586;1966;11;28;32;peninsula
CA182632V0120;1826;32V;120;V;20380;1.133;1966;12;18;32;peninsula
CA181231L0042;1812;31L;42;L;20340;2.867;1966;12;18;32;peninsula
CA182132V0026;1821;32V;26;V;16000;2.849;1966;11;18;32;peninsula
CA212131L0036;2121;31L;36;L;;2.908;1968;11;23;32;peninsula
CA182133R0026;1821;33R;26;R;16000;2.849;1966;11;18;32;peninsula
CA182433R0071;1824;33R;71;R;20500;1.798;1966;11;25;32;peninsula
CA184733R0093;1847;33R;93;R;19200;2.916;1966;12;27;32;peninsula
CA181531L0038;1815;31L;38;L;23300;1.121;1966;0;0;32;peninsula
CA207532V0305;2075;32V;305;V;;2.799;1967;12;0;32;peninsula
CA182132V0150;1821;32V;150;V;16000;2.849;1966;11;18;32;peninsula
CA180031L0068;1800;31L;68;L;;2.925;1966;0;0;32;peninsula
CA183133R0077;1831;33R;77;R;20360;1.038;1966;12;18;32;peninsula
CA212432V0100;2124;32V;100;V;;984.467;1968;11;23;32;peninsula
CA182332V0061;1823;32V;61;V;20000;0.3139;1966;11;25;32;peninsula
CA182433R0050;1824;33R;50;R;20500;1.798;1966;11;25;32;peninsula
